Modulo,Recurso,Operacion,Endpoint,Proteccion,Expresion exacta,ROL_CONTADOR,ROL_PLANEADOR,Notas,Archivo,Linea
Calidad,ItemChecklist,EDITAR,PUT /api/calidad/checklist-items/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/ItemChecklistController.java,34
Calidad,ItemChecklist,ANULAR,DELETE /api/calidad/checklist-items/{id},SecurityConfig,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION)",DENY,DENY,cae en /api/** authenticated,src/main/java/com/willyes/clemenintegra/calidad/controller/ItemChecklistController.java,39
Calidad,LoteCalidad,EDITAR,PUT /api/calidad/lotes/{loteId}/liberar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/LoteCalidadController.java,27
Calidad,LoteCalidad,CAMBIAR_ESTADO,GET /api/calidad/lotes/{loteId}/estado-calidad,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_PLANEADOR,ROL_CONTADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO','ROL_PLANEADOR')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/LoteCalidadController.java,38
Calidad,LoteCalidad,LISTAR/VER,GET /api/calidad/lotes/{loteId}/condiciones-uso,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/LoteCalidadController.java,44
Calidad,LoteCalidad,EDITAR,PATCH /api/calidad/lotes/{loteId}/reabrir,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/LoteCalidadController.java,54
Calidad,NoConformidad,LISTAR/VER,GET /api/calidad/no-conformidades/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/NoConformidadController.java,37
Calidad,NoConformidad,EDITAR,PATCH /api/calidad/no-conformidades/{id}/cerrar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/NoConformidadController.java,56
Calidad,NoConformidad,EDITAR,PUT /api/calidad/no-conformidades/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/NoConformidadController.java,68
Calidad,NoConformidad,ANULAR,DELETE /api/calidad/no-conformidades/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/NoConformidadController.java,80
Calidad,PlantillaAnalisisMicro,LISTAR/VER,GET /api/calidad/plantillas-micro/producto/{productoId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_MICROBIOLOGO,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_MICROBIOLOGO','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/PlantillaAnalisisMicroController.java,19
Calidad,RetencionLote,LISTAR/VER,GET /api/calidad/retenciones/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/RetencionLoteController.java,32
Calidad,RetencionLote,EDITAR,PUT /api/calidad/retenciones/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/RetencionLoteController.java,49
Calidad,RetencionLote,ANULAR,DELETE /api/calidad/retenciones/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN','ROL_ANALISTA_CALIDAD','ROL_MICROBIOLOGO')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/RetencionLoteController.java,61
Calidad,RetencionLote,EDITAR,PATCH /api/calidad/retenciones/{id}/levantar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/RetencionLoteController.java,68
Calidad,VidaUtilProducto,CREAR,POST /api/calidad/vida-util/producto-terminado/{productoId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/VidaUtilProductoController.java,42
Calidad,VidaUtilProducto,ANULAR,DELETE /api/calidad/vida-util/producto-terminado/{productoId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN,ROL_ANALISTA_CALIDAD,ROL_MICROBIOLOGO,ROL_JEFE_PRODUCCION) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/calidad/controller/VidaUtilProductoController.java,51
Bom,BomProducto,LISTAR/VER,GET /api/bom/productos-terminados,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/BomProductoController.java,22
Bom,DetalleFormula,LISTAR/VER,GET /api/bom/detalles/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/DetalleFormulaController.java,30
Bom,DetalleFormula,EDITAR,PUT /api/bom/detalles/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/DetalleFormulaController.java,49
Bom,DetalleFormula,ANULAR,DELETE /api/bom/detalles/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/DetalleFormulaController.java,64
Bom,DocumentoFormula,LISTAR/VER,GET /api/bom/formulas/{formulaId}/documentos,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/DocumentoFormulaController.java,31
Bom,DocumentoFormula,CREAR,POST /api/bom/formulas/{formulaId}/documentos,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/DocumentoFormulaController.java,37
Bom,DocumentoFormula,LISTAR/VER,GET /api/bom/formulas/documentos/{documentoId}/descargar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/DocumentoFormulaController.java,52
Bom,DocumentoFormula,ANULAR,DELETE /api/bom/formulas/documentos/{documentoId},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/DocumentoFormulaController.java,62
Bom,FormulaProducto,LISTAR/VER,GET /api/bom/formulas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,55
Bom,FormulaProducto,CREAR,POST /api/bom/formulas,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,63
Bom,FormulaProducto,CREAR,POST /api/bom/formulas/{id}/clonar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,138
Bom,FormulaProducto,EDITAR,PUT /api/bom/formulas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,148
Bom,FormulaProducto,CAMBIAR_ESTADO,POST /api/bom/formulas/{id}/cambiar-estado,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,162
Bom,FormulaProducto,ANULAR,DELETE /api/bom/formulas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_CALIDAD','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,173
Bom,FormulaProducto,LISTAR/VER,GET /api/bom/formulas/activa,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,180
Bom,FormulaProducto,LISTAR/VER,GET /api/bom/formulas/producto/{productoId}/formula-activa,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_JEFE_CALIDAD,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_JEFE_CALIDAD','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/bom/controller/FormulaProductoController.java,188
Planeacion,Mrp,LISTAR/VER,GET /api/mrp/corridas/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_COMPRADOR,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_COMPRADOR','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/planeacion/controller/MrpController.java,46
Planeacion,Mrp,LISTAR/VER,GET /api/mrp/corridas/{id}/excel,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_COMPRADOR,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_COMPRADOR','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/planeacion/controller/MrpController.java,57
Planeacion,Mrp,LISTAR/VER,GET /api/mrp/corridas/{id}/pdf,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_COMPRADOR,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_COMPRADOR','ROL_SUPER_ADMIN')",DENY,DENY,proteccion duplicada,src/main/java/com/willyes/clemenintegra/planeacion/controller/MrpController.java,71
Planeacion,PlanProduccion,CREAR,POST /api/planeacion/planes-semanales/{id}/confirmar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/planeacion/controller/PlanProduccionController.java,45
Planeacion,PlanProduccion,CREAR,POST /api/planeacion/planes-semanales/{id}/cerrar,SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_PLANEADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_PLANEADOR','ROL_SUPER_ADMIN')",DENY,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/planeacion/controller/PlanProduccionController.java,52
Planeacion,PlanProduccion,LISTAR/VER,GET /api/planeacion/planes-semanales/{id},SecurityConfig + @PreAuthorize,"hasAnyAuthority(ROL_JEFE_PRODUCCION,ROL_COMPRADOR,ROL_PLANEADOR,ROL_CONTADOR,ROL_SUPER_ADMIN) + @PreAuthorize(""hasAnyAuthority('ROL_JEFE_PRODUCCION','ROL_COMPRADOR','ROL_PLANEADOR','ROL_CONTADOR','ROL_SUPER_ADMIN')",ALLOW,ALLOW,proteccion duplicada,src/main/java/com/willyes/clemenintegra/planeacion/controller/PlanProduccionController.java,70
